#,Pin,City,State,ODA / Non-ODA Location
5570,175046,Karsog,Himachal Pradesh,ODA
5571,174029,Bilaspur-HP,Himachal Pradesh,Non-ODA
5572,174315,Una-HP,Himachal Pradesh,ODA
5573,175136,Patlikuhal,Himachal Pradesh,Non-ODA
5574,176066,Khundian,Himachal Pradesh,Non-ODA
5575,176081,Baijnath,Himachal Pradesh,ODA
5576,176026,Nagrota Surian,Himachal Pradesh,Non-ODA
5577,175019,Mandi,Himachal Pradesh,ODA
5578,174505,Bhota,Himachal Pradesh,Non-ODA
5579,172111,Pooh,Himachal Pradesh,Non-ODA
5580,177005,Hamirpur,Himachal Pradesh,ODA
5581,176601,Tahliwal,Himachal Pradesh,Non-ODA
5582,173101,Rajgarh-HP,Himachal Pradesh,Non-ODA
5583,176317,Sundla,Himachal Pradesh,Non-ODA
5584,175051,Sarkaghat,Himachal Pradesh,Non-ODA
5585,176029,Dehra Gopipur,Himachal Pradesh,ODA
5586,176047,Kangra,Himachal Pradesh,ODA
5587,177204,Amb,Himachal Pradesh,Non-ODA
5588,176023,Jawali,Himachal Pradesh,ODA
5589,174012,Bilaspur-HP,Himachal Pradesh,ODA
5590,172033,Anni,Himachal Pradesh,Non-ODA
5591,176206,Shahpur-HP,Himachal Pradesh,ODA
5592,171302,Karsog,Himachal Pradesh,Non-ODA
5593,176038,Kangra,Himachal Pradesh,ODA
5594,176306,Dalhousie,Himachal Pradesh,ODA
5595,176201,Palion,Himachal Pradesh,Non-ODA
5596,174032,Jukhala,Himachal Pradesh,Non-ODA
5597,175106,Banjar,Himachal Pradesh,Non-ODA
5598,173215,Waknaghat,Himachal Pradesh,Non-ODA
5599,176071,Baijnath,Himachal Pradesh,Non-ODA
5600,174028,Jahu,Himachal Pradesh,Non-ODA
5601,174027,Bilaspur-HP,Himachal Pradesh,Non-ODA
5602,172023,Rampur Bushahr,Himachal Pradesh,Non-ODA
5603,176044,Jahu,Himachal Pradesh,Non-ODA
5604,176036,Nadaun,Himachal Pradesh,ODA
5605,173205,Baddi,Himachal Pradesh,Non-ODA
5606,176225,Sihunta,Himachal Pradesh,Non-ODA
5607,171001,Shimla,Himachal Pradesh,ODA
5608,182144,Ramban,Jammu & Kashmir,Non-ODA
5609,190016,Srinagar,Jammu & Kashmir,Non-ODA
5610,185131,Rajouri,Jammu & Kashmir,Non-ODA
5611,180011,Jammu,Jammu & Kashmir,Non-ODA
5612,182104,Udhampur,Jammu & Kashmir,ODA
5613,182101,Udhampur,Jammu & Kashmir,Non-ODA
5614,182320,Katra,Jammu & Kashmir,ODA
5615,180006,Jammu,Jammu & Kashmir,Non-ODA
5616,182148,Ramban,Jammu & Kashmir,Non-ODA
5617,184101,Kathua,Jammu & Kashmir,Non-ODA
5618,192102,Anantnag,Jammu & Kashmir,Non-ODA
5619,182311,Reasi,Jammu & Kashmir,ODA
5620,193402,Baramulla,Jammu & Kashmir,Non-ODA
5621,190024,Srinagar,Jammu & Kashmir,Non-ODA
5622,184144,Hiranagar,Jammu & Kashmir,Non-ODA
5623,191113,Srinagar,Jammu & Kashmir,Non-ODA
5624,184151,Kathua,Jammu & Kashmir,ODA
5625,182301,Katra,Jammu & Kashmir,ODA
5626,193302,Kupwara,Jammu & Kashmir,Non-ODA
5627,184142,Hiranagar,Jammu & Kashmir,ODA
5628,182125,Udhampur,Jammu & Kashmir,ODA
5629,190021,Srinagar,Jammu & Kashmir,Non-ODA
5630,192231,Anantnag,Jammu & Kashmir,Non-ODA
5631,193301,Sopore,Jammu & Kashmir,Non-ODA
5632,182127,Udhampur,Jammu & Kashmir,ODA
5633,184203,Billawar,Jammu & Kashmir,Non-ODA
5634,182222,Bhaderwah,Jammu & Kashmir,Non-ODA
5635,190020,Srinagar,Jammu & Kashmir,Non-ODA
5636,180018,Jammu,Jammu & Kashmir,Non-ODA
5637,185212,Rajouri,Jammu & Kashmir,Non-ODA
5638,192101,Anantnag,Jammu & Kashmir,Non-ODA
5639,190025,Srinagar,Jammu & Kashmir,Non-ODA
5640,193103,Baramulla,Jammu & Kashmir,Non-ODA
5641,193411,Srinagar,Jammu & Kashmir,ODA
5642,185156,Sunderbani,Jammu & Kashmir,Non-ODA
5643,184152,Kathua,Jammu & Kashmir,Non-ODA
5644,192233,Anantnag,Jammu & Kashmir,ODA
5645,193121,Baramulla,Jammu & Kashmir,Non-ODA
5646,192211,Anantnag,Jammu & Kashmir,Non-ODA
5647,192302,Pulwama,Jammu & Kashmir,Non-ODA
5648,185111,Poonch,Jammu & Kashmir,Non-ODA
5649,181221,Jammu,Jammu & Kashmir,Non-ODA
5650,193501,Bandipora,Jammu & Kashmir,Non-ODA
5651,192121,Srinagar,Jammu & Kashmir,Non-ODA
5652,180003,Jammu,Jammu & Kashmir,Non-ODA
5653,181202,Akhnoor,Jammu & Kashmir,Non-ODA
5654,181141,Jammu,Jammu & Kashmir,ODA
5655,182315,Ramban,Jammu & Kashmir,ODA
5656,192212,Anantnag,Jammu & Kashmir,Non-ODA
5657,182128,Billawar,Jammu & Kashmir,ODA
5658,181111,Jammu,Jammu & Kashmir,Non-ODA
5659,182221,Bhaderwah,Jammu & Kashmir,Non-ODA
5660,193198,Baramulla,Jammu & Kashmir,Non-ODA
5661,180013,Jammu,Jammu & Kashmir,Non-ODA
5662,185132,Rajouri,Jammu & Kashmir,Non-ODA
5663,180009,Jammu,Jammu & Kashmir,Non-ODA
5664,181102,Jammu,Jammu & Kashmir,Non-ODA
5665,185155,Sunderbani,Jammu & Kashmir,Non-ODA
5666,191132,Srinagar,Jammu & Kashmir,Non-ODA
5667,180005,Jammu,Jammu & Kashmir,Non-ODA
5668,184143,Kathua,Jammu & Kashmir,ODA
5669,180007,Jammu,Jammu & Kashmir,Non-ODA
5670,185234,Rajouri,Jammu & Kashmir,Non-ODA
5671,181123,Jammu,Jammu & Kashmir,Non-ODA
5672,180012,Jammu,Jammu & Kashmir,Non-ODA
5673,184145,Samba,Jammu & Kashmir,Non-ODA
5674,190015,Srinagar,Jammu & Kashmir,Non-ODA
5675,193222,Kupwara,Jammu & Kashmir,Non-ODA
5676,181132,Jammu,Jammu & Kashmir,Non-ODA
5677,181124,Jammu,Jammu & Kashmir,Non-ODA
5678,182126,Udhampur,Jammu & Kashmir,ODA
5679,184148,Hiranagar,Jammu & Kashmir,Non-ODA
5680,181008,Jammu,Jammu & Kashmir,Non-ODA
5681,190011,Srinagar,Jammu & Kashmir,Non-ODA
5682,182204,Kishtwar,Jammu & Kashmir,Non-ODA
5683,193123,Uri,Jammu & Kashmir,ODA
5684,193201,Sopore,Jammu & Kashmir,Non-ODA
5685,181103,Jammu,Jammu & Kashmir,Non-ODA
5686,184141,Samba,Jammu & Kashmir,ODA
5687,185121,Poonch,Jammu & Kashmir,Non-ODA
5688,192129,Anantnag,Jammu & Kashmir,Non-ODA
5689,180015,Jammu,Jammu & Kashmir,Non-ODA
5690,182141,Chenani,Jammu & Kashmir,ODA
5691,191121,Srinagar,Jammu & Kashmir,Non-ODA
5692,193403,Baramulla,Jammu & Kashmir,ODA
5693,190017,Srinagar,Jammu & Kashmir,Non-ODA
5694,192122,Srinagar,Jammu & Kashmir,Non-ODA
5695,181133,Jammu,Jammu & Kashmir,Non-ODA
5696,181142,Jakh,Jammu & Kashmir,
5697,181131,Jammu,Jammu & Kashmir,Non-ODA
5698,184147,Kathua,Jammu & Kashmir,ODA
5699,181203,Akhnoor,Jammu & Kashmir,Non-ODA
5700,184120,Jammu,Jammu & Kashmir,ODA
5701,184121,Jammu,Jammu & Kashmir,ODA
5702,192305,Anantnag,Jammu & Kashmir,Non-ODA
5703,191111,Srinagar,Jammu & Kashmir,Non-ODA
5704,193101,Baramulla,Jammu & Kashmir,Non-ODA
5705,190008,Srinagar,Jammu & Kashmir,Non-ODA
5706,181134,Jakh,Jammu & Kashmir,Non-ODA
5707,190005,Srinagar,Jammu & Kashmir,Non-ODA
5708,193401,Srinagar,Jammu & Kashmir,Non-ODA
5709,184204,Billawar,Jammu & Kashmir,Non-ODA
5710,181101,Jammu,Jammu & Kashmir,Non-ODA
5711,182143,Chenani,Jammu & Kashmir,Non-ODA
5712,180002,Jammu,Jammu & Kashmir,Non-ODA
5713,190018,Srinagar,Jammu & Kashmir,Non-ODA
5714,181207,Akhnoor,Jammu & Kashmir,Non-ODA
5715,184102,Kathua,Jammu & Kashmir,ODA
5716,190006,Srinagar,Jammu & Kashmir,Non-ODA
5717,190003,Srinagar,Jammu & Kashmir,Non-ODA
5718,192124,Anantnag,Jammu & Kashmir,Non-ODA
5719,185203,Sunderbani,Jammu & Kashmir,ODA
5720,184202,Billawar,Jammu & Kashmir,Non-ODA
5721,191102,Srinagar,Jammu & Kashmir,Non-ODA
5722,190014,Srinagar,Jammu & Kashmir,Non-ODA
5723,180016,Jammu,Jammu & Kashmir,Non-ODA
5724,193303,Kupwara,Jammu & Kashmir,Non-ODA
5725,181152,Jammu,Jammu & Kashmir,Non-ODA
5726,191131,Srinagar,Jammu & Kashmir,Non-ODA
5727,192221,Anantnag,Jammu & Kashmir,Non-ODA
5728,190023,Srinagar,Jammu & Kashmir,Non-ODA
5729,191123,Srinagar,Jammu & Kashmir,Non-ODA
5730,181122,Jammu,Jammu & Kashmir,Non-ODA
5731,193109,Baramulla,Jammu & Kashmir,ODA
5732,182117,Udhampur,Jammu & Kashmir,Non-ODA
5733,191103,Srinagar,Jammu & Kashmir,Non-ODA
5734,191104,Srinagar,Jammu & Kashmir,ODA
5735,193502,Bandipora,Jammu & Kashmir,Non-ODA
5736,182201,Doda,Jammu & Kashmir,Non-ODA
5737,192401,Anantnag,Jammu & Kashmir,Non-ODA
5738,191202,Srinagar,Jammu & Kashmir,ODA
5739,185202,Sunderbani,Jammu & Kashmir,Non-ODA
5740,182124,Udhampur,Jammu & Kashmir,ODA
5741,181113,Jammu,Jammu & Kashmir,ODA
5742,192123,Pulwama,Jammu & Kashmir,Non-ODA
5743,193404,Srinagar,Jammu & Kashmir,ODA
5744,192202,Anantnag,Jammu & Kashmir,ODA
5745,181145,Jammu,Jammu & Kashmir,Non-ODA
5746,185151,Sunderbani,Jammu & Kashmir,Non-ODA
5747,185211,Poonch,Jammu & Kashmir,Non-ODA
5748,192301,Pulwama,Jammu & Kashmir,Non-ODA
5749,184103,Hiranagar,Jammu & Kashmir,Non-ODA
5750,182203,Doda,Jammu & Kashmir,ODA
5751,192201,Anantnag,Jammu & Kashmir,Non-ODA
5752,181121,Jammu,Jammu & Kashmir,Non-ODA
5753,185152,Sunderbani,Jammu & Kashmir,Non-ODA
5754,182142,Chenani,Jammu & Kashmir,Non-ODA
5755,191112,Srinagar,Jammu & Kashmir,Non-ODA
5756,181201,Akhnoor,Jammu & Kashmir,Non-ODA
5757,193224,Kupwara,Jammu & Kashmir,Non-ODA
5758,192303,Pulwama,Jammu & Kashmir,Non-ODA
5759,185201,Sunderbani,Jammu & Kashmir,Non-ODA
5760,182202,Doda,Jammu & Kashmir,Non-ODA
5761,182147,Doda,Jammu & Kashmir,Non-ODA
5762,190009,Srinagar,Jammu & Kashmir,Non-ODA
5763,190019,Srinagar,Jammu & Kashmir,Non-ODA
5764,192125,Anantnag,Jammu & Kashmir,Non-ODA
5765,180017,Jammu,Jammu & Kashmir,Non-ODA
5766,180004,Jammu,Jammu & Kashmir,Non-ODA
5767,182161,Chenani,Jammu & Kashmir,Non-ODA
5768,182146,Ramsoo,Jammu & Kashmir,Non-ODA
5769,190010,Srinagar,Jammu & Kashmir,Non-ODA
5770,190004,Srinagar,Jammu & Kashmir,Non-ODA
5771,181209,Akhnoor,Jammu & Kashmir,Non-ODA
5772,184210,Billawar,Jammu & Kashmir,Non-ODA
5773,191204,Srinagar,Jammu & Kashmir,Non-ODA
5774,192304,Pulwama,Jammu & Kashmir,ODA
5775,190007,Srinagar,Jammu & Kashmir,Non-ODA
5776,192126,Pahalgam,Jammu & Kashmir,ODA
5777,181104,Jammu,Jammu & Kashmir,Non-ODA
5778,180019,Jammu,Jammu & Kashmir,Non-ODA
5779,185101,Poonch,Jammu & Kashmir,Non-ODA
5780,193102,Baramulla,Jammu & Kashmir,ODA
5781,184205,Billawar,Jammu & Kashmir,Non-ODA
5782,191101,Srinagar,Jammu & Kashmir,Non-ODA
5783,193202,Sopore,Jammu & Kashmir,Non-ODA
5784,182121,Udhampur,Jammu & Kashmir,ODA
5785,181206,Jammu,Jammu & Kashmir,Non-ODA
5786,190001,Srinagar,Jammu & Kashmir,Non-ODA
5787,193504,Bandipora,Jammu & Kashmir,Non-ODA
5788,180020,Jammu,Jammu & Kashmir,Non-ODA
5789,182122,Ramnagar-JK,Jammu & Kashmir,ODA
5790,191201,Srinagar,Jammu & Kashmir,Non-ODA
5791,190013,Srinagar,Jammu & Kashmir,Non-ODA
5792,181204,Akhnoor,Jammu & Kashmir,Non-ODA
5793,193221,Kupwara,Jammu & Kashmir,Non-ODA
5794,180001,Jammu,Jammu & Kashmir,Non-ODA
5795,180010,Jammu,Jammu & Kashmir,Non-ODA
5796,182200,Bhaderwah,Jammu & Kashmir,Non-ODA
5797,190012,Srinagar,Jammu & Kashmir,Non-ODA
5798,181208,Jammu,Jammu & Kashmir,Non-ODA
5799,182312,Reasi,Jammu & Kashmir,Non-ODA
5800,181205,Jammu,Jammu & Kashmir,Non-ODA
5801,192306,Pulwama,Jammu & Kashmir,ODA
5802,185153,Sunderbani,Jammu & Kashmir,Non-ODA
5803,181224,Katra,Jammu & Kashmir,ODA
5804,192232,Anantnag,Jammu & Kashmir,Non-ODA
5805,193223,Kupwara,Jammu & Kashmir,Non-ODA
5806,193122,Baramulla,Jammu & Kashmir,ODA
5807,192210,Anantnag,Jammu & Kashmir,Non-ODA
5808,182313,Reasi,Jammu & Kashmir,ODA
5809,181143,Jammu,Jammu & Kashmir,ODA
5810,184104,Kathua,Jammu & Kashmir,Non-ODA
5811,193108,Baramulla,Jammu & Kashmir,Non-ODA
5812,190002,Srinagar,Jammu & Kashmir,Non-ODA
5813,828126,Dhanbad,Jharkhand,Non-ODA
5814,825324,Barki Saria,Jharkhand,Non-ODA
5815,825101,Ramgarh,Jharkhand,Non-ODA
5816,814157,Deoghar,Jharkhand,Non-ODA
5817,831019,Jamshedpur,Jharkhand,Non-ODA
5818,833212,Noamundi,Jharkhand,Non-ODA
5819,825335,hazaribagh,Jharkhand,Non-ODA
5820,829117,Ramgarh,Jharkhand,Non-ODA
5821,828129,Dhanbad,Jharkhand,Non-ODA
5822,825302,hazaribagh,Jharkhand,Non-ODA
5823,831007,Jamshedpur,Jharkhand,Non-ODA
5824,829129,Patratu,Jharkhand,Non-ODA
5825,825408,Chouparan,Jharkhand,Non-ODA
5826,835303,Ranchi,Jharkhand,Non-ODA
5827,827014,Bokaro,Jharkhand,Non-ODA
5828,828132,Dhanbad,Jharkhand,Non-ODA
5829,814112,Deoghar,Jharkhand,Non-ODA
5830,828401,Gomoh,Jharkhand,ODA
5831,831011,Jamshedpur,Jharkhand,Non-ODA
5832,825304,hazaribagh,Jharkhand,ODA
5833,822118,Bisrampur,Jharkhand,Non-ODA
5834,828110,Dhanbad,Jharkhand,Non-ODA
5835,828404,Bokaro,Jharkhand,Non-ODA
5836,825312,Bagodar,Jharkhand,ODA
5837,829126,Patratu,Jharkhand,ODA
5838,825402,hazaribagh,Jharkhand,Non-ODA
5839,828128,Dhanbad,Jharkhand,Non-ODA
5840,835101,Muri,Jharkhand,ODA
5841,825319,hazaribagh,Jharkhand,Non-ODA
5842,815313,Tisri,Jharkhand,Non-ODA
5843,828113,Dhanbad,Jharkhand,Non-ODA
5844,827004,Bokaro,Jharkhand,Non-ODA
5845,822120,Kandi,Jharkhand,Non-ODA
5846,833202,Chaibasa,Jharkhand,Non-ODA
5847,831001,Jamshedpur,Jharkhand,Non-ODA
5848,828309,Dhanbad,Jharkhand,Non-ODA
5849,829121,Peterbar,Jharkhand,ODA
5850,832104,Ghatshila,Jharkhand,Non-ODA
5851,825314,Kedla,Jharkhand,Non-ODA
5852,834002,Ranchi,Jharkhand,Non-ODA
5853,814117,Dumka,Jharkhand,
5854,835305,Lohardaga,Jharkhand,Non-ODA
5855,822121,Nagar Untari,Jharkhand,Non-ODA
5856,814147,Mahagama,Jharkhand,ODA
5857,829127,Phusro,Jharkhand,Non-ODA
5858,825418,Domchanch,Jharkhand,Non-ODA
5859,826015,Dhanbad,Jharkhand,Non-ODA
5860,825167,Gomoh,Jharkhand,ODA
5861,816122,Pakur,Jharkhand,
5862,828106,Dhanbad,Jharkhand,Non-ODA
5863,829116,Phusro,Jharkhand,ODA
5864,835201,Kolebira,Jharkhand,Non-ODA
5865,834009,Ranchi,Jharkhand,Non-ODA
5866,825303,hazaribagh,Jharkhand,Non-ODA
5867,835302,Lohardaga,Jharkhand,ODA
5868,814115,Deoghar,Jharkhand,Non-ODA
5869,835213,Lohardaga,Jharkhand,ODA
5870,828124,Dhanbad,Jharkhand,Non-ODA
5871,833102,Chakradharpur,Jharkhand,ODA
5872,825322,Barki Saria,Jharkhand,ODA
5873,822113,Chhatarpur-JR,Jharkhand,Non-ODA
5874,829103,Ramgarh,Jharkhand,Non-ODA
5875,827002,Bokaro,Jharkhand,Non-ODA
5876,825405,Chouparan,Jharkhand,Non-ODA
5877,822101,Daltonganj,Jharkhand,Non-ODA
5878,833103,Manoharpur,Jharkhand,Non-ODA
5879,829201,Khalari-JR,Jharkhand,Non-ODA
5880,825317,hazaribagh,Jharkhand,Non-ODA
5881,822116,Japla,Jharkhand,ODA
5882,815312,Giridih,Jharkhand,Non-ODA
5883,829205,Khalari-JR,Jharkhand,Non-ODA
5884,828101,Dhanbad,Jharkhand,Non-ODA
5885,814102,Poriyahat,Jharkhand,Non-ODA
5886,828302,Dhanbad,Jharkhand,Non-ODA
5887,828130,Dhanbad,Jharkhand,Non-ODA
5888,814122,Deoghar,Jharkhand,Non-ODA
5889,822129,Nagar Untari,Jharkhand,Non-ODA
5890,828117,Dhanbad,Jharkhand,Non-ODA
5891,829210,Khalari-JR,Jharkhand,Non-ODA
5892,828111,Dhanbad,Jharkhand,Non-ODA
5893,829138,Phusro,Jharkhand,
5894,815314,Giridih,Jharkhand,Non-ODA
5895,814166,Dumka,Jharkhand,Non-ODA
5896,831006,Jamshedpur,Jharkhand,Non-ODA
5897,829128,Phusro,Jharkhand,ODA
5898,829130,Ramgarh,Jharkhand,Non-ODA
5899,835231,Gumla,Jharkhand,Non-ODA
5900,828135,Dhanbad,Jharkhand,Non-ODA
5901,816109,Sahebganj,Jharkhand,Non-ODA
5902,835301,Ranchi,Jharkhand,Non-ODA
5903,835219,Ormanjhi,Jharkhand,Non-ODA
5904,814149,Madhupur,Jharkhand,Non-ODA
5905,834011,Ranchi,Jharkhand,Non-ODA
5906,825421,Domchanch,Jharkhand,Non-ODA
5907,835207,Gumla,Jharkhand,ODA
5908,828109,Dhanbad,Jharkhand,Non-ODA
5909,814113,Deoghar,Jharkhand,Non-ODA
5910,814141,Deoghar,Jharkhand,ODA
5911,822134,Garhwa,Jharkhand,ODA
5912,832109,Jamshedpur,Jharkhand,Non-ODA
5913,828119,Dhanbad,Jharkhand,Non-ODA
5914,825316,Ramgarh,Jharkhand,Non-ODA
5915,835215,Ranchi,Jharkhand,ODA
5916,828121,Dhanbad,Jharkhand,Non-ODA
5917,825411,hazaribagh,Jharkhand,Non-ODA
5918,816118,Shikaripara,Jharkhand,ODA
5919,816110,Barharwa,Jharkhand,ODA
5920,835217,Ranchi,Jharkhand,Non-ODA
5921,825318,Domchanch,Jharkhand,Non-ODA
5922,822133,Garhwa,Jharkhand,ODA
5923,829123,Peterbar,Jharkhand,ODA
5924,814120,Deoghar,Jharkhand,Non-ODA
5925,835228,Simdega,Jharkhand,ODA
5926,825137,Domchanch,Jharkhand,Non-ODA
5927,832107,Jamshedpur,Jharkhand,Non-ODA
5928,829114,Phusro,Jharkhand,ODA
5929,825315,Phusro,Jharkhand,Non-ODA
5930,835324,Gumla,Jharkhand,Non-ODA
5931,815351,Jamtara,Jharkhand,ODA
5932,822122,Panki,Jharkhand,ODA
5933,828306,Gomoh,Jharkhand,ODA
5934,825326,Kedla,Jharkhand,Non-ODA
5935,829202,Balumath,Jharkhand,ODA
5936,833217,Noamundi,Jharkhand,ODA
5937,829145,Kedla,Jharkhand,Non-ODA
5938,829206,Latehar,Jharkhand,ODA
5939,829106,Patratu,Jharkhand,ODA
5940,827302,Peterbar,Jharkhand,ODA
5941,825413,Domchanch,Jharkhand,Non-ODA
5942,831020,Jamshedpur,Jharkhand,ODA
5943,831008,Jamshedpur,Jharkhand,Non-ODA
5944,815355,Kundahit,Jharkhand,ODA
5945,816101,Barharwa,Jharkhand,ODA
5946,822102,Daltonganj,Jharkhand,Non-ODA
5947,825313,Bagodar,Jharkhand,Non-ODA
5948,828305,Dhanbad,Jharkhand,Non-ODA
5949,835214,Ranchi,Jharkhand,Non-ODA
5950,815354,Jamtara,Jharkhand,Non-ODA
5951,816115,Sahebganj,Jharkhand,Non-ODA
5952,825103,Tandwa,Jharkhand,Non-ODA
5953,825301,hazaribagh,Jharkhand,Non-ODA
5954,829119,Patratu,Jharkhand,ODA
5955,829124,Patratu,Jharkhand,ODA
5956,814151,Dumka,Jharkhand,Non-ODA
5957,828115,Dhanbad,Jharkhand,Non-ODA
5958,828108,Dhanbad,Jharkhand,Non-ODA
5959,832302,Chakulia,Jharkhand,Non-ODA
5960,828142,Dhanbad,Jharkhand,ODA
5961,829209,Khalari-JR,Jharkhand,Non-ODA
5962,828207,Chirkunda,Jharkhand,ODA
5963,816119,Barharwa,Jharkhand,ODA
5964,814153,Dumka,Jharkhand,Non-ODA
5965,834003,Ranchi,Jharkhand,Non-ODA
5966,829101,Ramgarh,Jharkhand,Non-ODA
5967,828209,Dhanbad,Jharkhand,ODA
5968,825330,Ramgarh,Jharkhand,Non-ODA
5969,829208,Khalari-JR,Jharkhand,Non-ODA
5970,822131,Hariharganj,Jharkhand,ODA
5971,826007,Dhanbad,Jharkhand,ODA
5972,815357,Madhupur,Jharkhand,Non-ODA
5973,827011,Bokaro,Jharkhand,Non-ODA
5974,834010,Ranchi,Jharkhand,Non-ODA
5975,829110,Peterbar,Jharkhand,Non-ODA
5976,829113,Phusro,Jharkhand,ODA
5977,827012,Bokaro,Jharkhand,Non-ODA
5978,835206,ChainpurJH,Jharkhand,Non-ODA
5979,831009,Jamshedpur,Jharkhand,Non-ODA
5980,816116,Rajmahal,Jharkhand,Non-ODA
5981,835205,Ranchi,Jharkhand,Non-ODA
5982,831004,Jamshedpur,Jharkhand,Non-ODA
5983,829133,Patratu,Jharkhand,ODA
5984,815315,Giridih,Jharkhand,Non-ODA
5985,835203,Bero,Jharkhand,Non-ODA
5986,814111,Maheshpur,Jharkhand,ODA
5987,828122,Dhanbad,Jharkhand,Non-ODA
5988,831002,Jamshedpur,Jharkhand,ODA
5989,833105,Chakradharpur,Jharkhand,Non-ODA
5990,825321,Tandwa,Jharkhand,Non-ODA
5991,814116,Deoghar,Jharkhand,Non-ODA
5992,828204,Chirkunda,Jharkhand,ODA
5993,822115,Japla,Jharkhand,ODA
5994,835227,Khunti,Jharkhand,Non-ODA
5995,826002,Dhanbad,Jharkhand,ODA
5996,832301,Chakulia,Jharkhand,Non-ODA
5997,835221,Khunti,Jharkhand,ODA
5998,827016,Bokaro,Jharkhand,Non-ODA
5999,829104,Phusro,Jharkhand,ODA
6000,814133,Godda,Jharkhand,Non-ODA
6001,828308,Dhanbad,Jharkhand,Non-ODA
6002,834006,Ranchi,Jharkhand,Non-ODA
6003,835211,Kolebira,Jharkhand,Non-ODA
6004,831005,Jamshedpur,Jharkhand,Non-ODA
6005,825403,Chatra,Jharkhand,Non-ODA
6006,840001,Gumla,Jharkhand,ODA
6007,828103,Dhanbad,Jharkhand,Non-ODA
6008,826003,Dhanbad,Jharkhand,Non-ODA
6009,822112,Nagar Untari,Jharkhand,Non-ODA
6010,835224,Simdega,Jharkhand,Non-ODA
6011,827001,Bokaro,Jharkhand,Non-ODA
6012,825132,Tisri,Jharkhand,Non-ODA
6013,827010,Bokaro,Jharkhand,Non-ODA
6014,829120,Patratu,Jharkhand,Non-ODA
6015,829132,Bokaro,Jharkhand,ODA
6016,816106,Maheshpur,Jharkhand,ODA
6017,833221,Noamundi,Jharkhand,Non-ODA
6018,833213,Noamundi,Jharkhand,Non-ODA
6019,822114,Garhwa,Jharkhand,Non-ODA
6020,829112,Phusro,Jharkhand,Non-ODA
6021,831016,Jamshedpur,Jharkhand,Non-ODA
6022,816103,Shikaripara,Jharkhand,ODA
6023,834008,Ranchi,Jharkhand,Non-ODA
6024,815305,Giridih,Jharkhand,ODA
6025,832101,Chakulia,Jharkhand,Non-ODA
6026,835232,Gumla,Jharkhand,Non-ODA
6027,822110,Daltonganj,Jharkhand,Non-ODA
6028,816107,Pakur,Jharkhand,Non-ODA
6029,814103,Shikaripara,Jharkhand,ODA
6030,834001,Ranchi,Jharkhand,Non-ODA
6031,831010,Jamshedpur,Jharkhand,Non-ODA
6032,822132,Bisrampur,Jharkhand,Non-ODA
6033,832304,Ghatshila,Jharkhand,ODA
6034,832401,Jamshedpur,Jharkhand,Non-ODA
6035,828133,Dhanbad,Jharkhand,Non-ODA
6036,834007,Ranchi,Jharkhand,Non-ODA
6037,828104,Dhanbad,Jharkhand,Non-ODA
6038,835218,Mahuadanr,Jharkhand,Non-ODA
6039,833219,Seraikella,Jharkhand,ODA
6040,826001,Dhanbad,Jharkhand,Non-ODA
6041,814155,Mahagama,Jharkhand,Non-ODA
6042,835209,Khunti,Jharkhand,Non-ODA
6043,834005,Ranchi,Jharkhand,Non-ODA
6044,826004,Dhanbad,Jharkhand,Non-ODA
6045,825109,Domchanch,Jharkhand,Non-ODA
6046,835304,Lohardaga,Jharkhand,Non-ODA
6047,815352,Jamtara,Jharkhand,Non-ODA
6048,816129,Rajmahal,Jharkhand,Non-ODA
6049,832119,Seraikella,Jharkhand,Non-ODA
6050,835234,Khunti,Jharkhand,Non-ODA
6051,816104,Pakur,Jharkhand,ODA
6052,828203,Chirkunda,Jharkhand,ODA
6053,832404,Chandil,Jharkhand,Non-ODA
