#,Pin,City,State,ODA / Non-ODA Location
18325,283125,Fatehabad-UP,Uttar Pradesh,Non-ODA
18326,229403,Kunda,Uttar Pradesh,Non-ODA
18327,277207,Ballia,Uttar Pradesh,ODA
18328,201106,Ghaziabad,Uttar Pradesh,ODA
18329,210422,Rath,Uttar Pradesh,ODA
18330,212654,Fatehpur,Uttar Pradesh,ODA
18331,272162,Khalilabad,Uttar Pradesh,Non-ODA
18332,229311,Haidargarh,Uttar Pradesh,ODA
18333,203391,Anupshahar,Uttar Pradesh,ODA
18334,221503,Phulpur,Uttar Pradesh,ODA
18335,225207,Ramnagar-UP,Uttar Pradesh,ODA
18336,285126,Jalaun,Uttar Pradesh,ODA
18337,229205,Lalganj,Uttar Pradesh,ODA
18338,272206,Naugarh,Uttar Pradesh,ODA
18339,277503,Ballia,Uttar Pradesh,Non-ODA
18340,247120,Saharanpur,Uttar Pradesh,Non-ODA
18341,227111,Malihabad,Uttar Pradesh,Non-ODA
18342,247775,Kairana,Uttar Pradesh,Non-ODA
18343,273407,Sikriganj,Uttar Pradesh,ODA
18344,209725,Kannauj,Uttar Pradesh,Non-ODA
18345,205151,Shikohabad,Uttar Pradesh,ODA
18346,274806,Deoria,Uttar Pradesh,Non-ODA
18347,284121,Chirgaon,Uttar Pradesh,Non-ODA
18348,272204,Naugarh,Uttar Pradesh,ODA
18349,226003,Lucknow,Uttar Pradesh,Non-ODA
18350,207247,Aliganj,Uttar Pradesh,Non-ODA
18351,247231,Saharanpur,Uttar Pradesh,ODA
18352,274406,Sewarhi,Uttar Pradesh,Non-ODA
18353,284120,Jhansi,Uttar Pradesh,Non-ODA
18354,273014,Gorakhpur,Uttar Pradesh,Non-ODA
18355,225202,Ramnagar-UP,Uttar Pradesh,ODA
18356,277124,Ballia,Uttar Pradesh,ODA
18357,271602,Gonda,Uttar Pradesh,ODA
18358,233223,Aunrihar,Uttar Pradesh,ODA
18359,262904,Nighasan,Uttar Pradesh,Non-ODA
18360,203205,Sikandrabad,Uttar Pradesh,Non-ODA
18361,273405,Kauriram,Uttar Pradesh,ODA
18362,274202,Deoria,Uttar Pradesh,ODA
18363,276125,Azamgarh,Uttar Pradesh,Non-ODA
18364,243701,Milak,Uttar Pradesh,ODA
18365,276205,Azamgarh,Uttar Pradesh,ODA
18366,209217,Kanpur,Uttar Pradesh,Non-ODA
18367,225208,Ramnagar-UP,Uttar Pradesh,ODA
18368,209736,Kannauj,Uttar Pradesh,Non-ODA
18369,210502,Hamirpur-UP,Uttar Pradesh,Non-ODA
18370,207502,Aliganj,Uttar Pradesh,Non-ODA
18371,201014,Ghaziabad,Uttar Pradesh,Non-ODA
18372,244927,Rampur,Uttar Pradesh,Non-ODA
18373,227309,Lucknow,Uttar Pradesh,ODA
18374,284136,Talbahat,Uttar Pradesh,ODA
18375,233301,Ghazipur,Uttar Pradesh,Non-ODA
18376,210121,Banda,Uttar Pradesh,ODA
18377,284304,Chirgaon,Uttar Pradesh,Non-ODA
18378,242021,Babrala,Uttar Pradesh,Non-ODA
18379,271205,Balrampur,Uttar Pradesh,Non-ODA
18380,229309,Gauriganj,Uttar Pradesh,ODA
18381,251301,Thanabhawan,Uttar Pradesh,Non-ODA
18382,242405,Khutar,Uttar Pradesh,Non-ODA
18383,271209,Gonda,Uttar Pradesh,Non-ODA
18384,212623,Domariyaganj,Uttar Pradesh,Non-ODA
18385,201317,Noida,Uttar Pradesh,Non-ODA
18386,221004,Varanasi,Uttar Pradesh,Non-ODA
18387,285123,Jalaun,Uttar Pradesh,Non-ODA
18388,224205,Kumarganj,Uttar Pradesh,Non-ODA
18389,232221,Renukoot,Uttar Pradesh,Non-ODA
18390,227107,Lucknow,Uttar Pradesh,Non-ODA
18391,212650,Khaga,Uttar Pradesh,Non-ODA
18392,205152,Shikohabad,Uttar Pradesh,Non-ODA
18393,212404,Phulpur,Uttar Pradesh,Non-ODA
18394,251318,Muzaffarnagar,Uttar Pradesh,ODA
18395,261202,Biswan,Uttar Pradesh,ODA
18396,273008,Gorakhpur,Uttar Pradesh,Non-ODA
18397,232108,Chandauli,Uttar Pradesh,ODA
18398,243637,Budaun,Uttar Pradesh,ODA
18399,201003,Ghaziabad,Uttar Pradesh,Non-ODA
18400,221706,Ratanpura,Uttar Pradesh,Non-ODA
18401,202394,Anupshahar,Uttar Pradesh,Non-ODA
18402,203397,Dibai,Uttar Pradesh,ODA
18403,241405,Hardoi,Uttar Pradesh,ODA
18404,224139,Jalalpur,Uttar Pradesh,ODA
18405,221714,Ballia,Uttar Pradesh,Non-ODA
18406,204106,Hathras,Uttar Pradesh,Non-ODA
18407,271306,Balrampur,Uttar Pradesh,ODA
18408,209869,Miyanganj,Uttar Pradesh,Non-ODA
18409,207503,Farrukhabad,Uttar Pradesh,Non-ODA
18410,273307,Nichlaul,Uttar Pradesh,Non-ODA
18411,209721,Chhibramau,Uttar Pradesh,Non-ODA
18412,202133,Aligarh,Uttar Pradesh,Non-ODA
18413,222128,Bhadohi,Uttar Pradesh,Non-ODA
18414,283201,Tundla,Uttar Pradesh,ODA
18415,202421,Budaun,Uttar Pradesh,ODA
18416,221011,Varanasi,Uttar Pradesh,Non-ODA
18417,282008,Agra,Uttar Pradesh,Non-ODA
18418,225123,Lucknow,Uttar Pradesh,ODA
18419,244225,Gajraula,Uttar Pradesh,ODA
18420,247122,Saharanpur,Uttar Pradesh,Non-ODA
18421,202132,Khair,Uttar Pradesh,ODA
18422,277214,Bariya,Uttar Pradesh,Non-ODA
18423,227412,Amethi,Uttar Pradesh,Non-ODA
18424,228121,Kumarganj,Uttar Pradesh,ODA
18425,276139,Rajesultanpur,Uttar Pradesh,ODA
18426,284405,Mahrauni,Uttar Pradesh,Non-ODA
18427,244236,Amroha,Uttar Pradesh,Non-ODA
18428,209501,Farrukhabad,Uttar Pradesh,ODA
18429,229103,Haidargarh,Uttar Pradesh,ODA
18430,208012,Kanpur,Uttar Pradesh,Non-ODA
18431,247776,Shamli,Uttar Pradesh,Non-ODA
18432,281308,Mathura,Uttar Pradesh,ODA
18433,223102,Shahganj,Uttar Pradesh,Non-ODA
18434,206122,Auraiya,Uttar Pradesh,Non-ODA
18435,225406,Dariyabad,Uttar Pradesh,Non-ODA
18436,221210,Aunrihar,Uttar Pradesh,Non-ODA
18437,222111,Badlapur,Uttar Pradesh,Non-ODA
18438,227301,Haidargarh,Uttar Pradesh,ODA
18439,273413,Kauriram,Uttar Pradesh,ODA
18440,227413,Amethi,Uttar Pradesh,Non-ODA
18441,231220,Anpara,Uttar Pradesh,ODA
18442,221005,Varanasi,Uttar Pradesh,Non-ODA
18443,201305,Noida,Uttar Pradesh,Non-ODA
18444,205247,Mainpuri,Uttar Pradesh,ODA
18445,272155,Basti,Uttar Pradesh,Non-ODA
18446,271503,Colonejganj,Uttar Pradesh,ODA
18447,284303,Chirgaon,Uttar Pradesh,Non-ODA
18448,285201,Konch,Uttar Pradesh,ODA
18449,225413,Haidargarh,Uttar Pradesh,ODA
18450,272152,Bansi,Uttar Pradesh,Non-ODA
18451,271903,Colonejganj,Uttar Pradesh,ODA
18452,250626,Baghpat,Uttar Pradesh,Non-ODA
18453,224183,Jalalpur,Uttar Pradesh,ODA
18454,233305,Ghazipur,Uttar Pradesh,ODA
18455,212308,Manda,Uttar Pradesh,Non-ODA
18456,277402,Ballia,Uttar Pradesh,Non-ODA
18457,243122,Bareilly,Uttar Pradesh,Non-ODA
18458,226017,Lucknow,Uttar Pradesh,Non-ODA
18459,262723,Dhaurahara,Uttar Pradesh,ODA
18460,212217,Bharwari,Uttar Pradesh,ODA
18461,244001,Moradabad,Uttar Pradesh,Non-ODA
18462,222113,Shahganj,Uttar Pradesh,Non-ODA
18463,246761,Dhampur,Uttar Pradesh,Non-ODA
18464,281104,Etah,Uttar Pradesh,ODA
18465,210432,Muskara,Uttar Pradesh,Non-ODA
18466,271901,Colonejganj,Uttar Pradesh,ODA
18467,121705,Mau,Uttar Pradesh,Non-ODA
18468,276123,Dullahpur,Uttar Pradesh,Non-ODA
18469,225125,Haidargarh,Uttar Pradesh,ODA
18470,221402,Bhadohi,Uttar Pradesh,ODA
18471,283145,Shikohabad,Uttar Pradesh,ODA
18472,261401,Mishrikh,Uttar Pradesh,Non-ODA
18473,224208,Kumarganj,Uttar Pradesh,ODA
18474,206451,Chhibramau,Uttar Pradesh,Non-ODA
18475,283202,Tundla,Uttar Pradesh,Non-ODA
18476,271805,Bhinga,Uttar Pradesh,ODA
18477,284126,Talbahat,Uttar Pradesh,ODA
18478,225121,Lucknow,Uttar Pradesh,ODA
18479,251202,Muzaffarnagar,Uttar Pradesh,ODA
18480,210003,Noida,Uttar Pradesh,ODA
18481,281502,Mathura,Uttar Pradesh,Non-ODA
18482,210427,Mahoba,Uttar Pradesh,Non-ODA
18483,212303,Manda,Uttar Pradesh,ODA
18484,230406,Patti-UP,Uttar Pradesh,Non-ODA
18485,244223,Gajraula,Uttar Pradesh,Non-ODA
18486,221508,Phulpur,Uttar Pradesh,ODA
18487,271305,Itava,Uttar Pradesh,ODA
18488,209864,Unnao,Uttar Pradesh,ODA
18489,207244,Aliganj,Uttar Pradesh,ODA
18490,224238,Tanda,Uttar Pradesh,ODA
18491,276001,Azamgarh,Uttar Pradesh,ODA
18492,232328,Gahmar,Uttar Pradesh,ODA
18493,283113,Fatehabad-UP,Uttar Pradesh,Non-ODA
18494,221006,Varanasi,Uttar Pradesh,Non-ODA
18495,231207,Chopan,Uttar Pradesh,Non-ODA
18496,244221,Amroha,Uttar Pradesh,Non-ODA
18497,202137,Jewar,Uttar Pradesh,ODA
18498,233307,Aunrihar,Uttar Pradesh,ODA
18499,283135,Shikohabad,Uttar Pradesh,ODA
18500,275302,Mau,Uttar Pradesh,ODA
18501,206121,Bakewar,Uttar Pradesh,ODA
18502,230306,Phulpur,Uttar Pradesh,Non-ODA
18503,230002,Pratapgarh,Uttar Pradesh,Non-ODA
18504,203408,Hapur,Uttar Pradesh,Non-ODA
18505,221113,Varanasi,Uttar Pradesh,Non-ODA
18506,231205,Chopan,Uttar Pradesh,Non-ODA
18507,244415,Chandausi,Uttar Pradesh,ODA
18508,274149,Kaptanganj,Uttar Pradesh,ODA
18509,201013,Ghaziabad,Uttar Pradesh,Non-ODA
18510,212413,Kunda,Uttar Pradesh,ODA
18511,228171,Dostpur,Uttar Pradesh,ODA
18512,222141,Badlapur,Uttar Pradesh,ODA
18513,210504,Hamirpur-UP,Uttar Pradesh,Non-ODA
18514,250003,Meerut,Uttar Pradesh,Non-ODA
18515,261505,Mohammadi,Uttar Pradesh,ODA
18516,225304,Fatehpur-UP,Uttar Pradesh,Non-ODA
18517,250010,Meerut,Uttar Pradesh,Non-ODA
18518,233234,Ghazipur,Uttar Pradesh,Non-ODA
18519,244231,Gajraula,Uttar Pradesh,Non-ODA
18520,251308,Muzaffarnagar,Uttar Pradesh,Non-ODA
18521,226016,Lucknow,Uttar Pradesh,Non-ODA
18522,209727,Kannauj,Uttar Pradesh,Non-ODA
18523,227407,Amethi,Uttar Pradesh,Non-ODA
18524,203001,Bulandshahr,Uttar Pradesh,ODA
18525,283205,Firozabad,Uttar Pradesh,Non-ODA
18526,271502,Colonejganj,Uttar Pradesh,ODA
18527,212622,Khaga,Uttar Pradesh,ODA
18528,271840,Bhinga,Uttar Pradesh,Non-ODA
18529,211003,Allahabad,Uttar Pradesh,Non-ODA
18530,203405,Siyana,Uttar Pradesh,ODA
18531,212304,Manda,Uttar Pradesh,Non-ODA
18532,230301,Mungra Badshahpur,Uttar Pradesh,Non-ODA
18533,203392,Dibai,Uttar Pradesh,ODA
18534,247002,Saharanpur,Uttar Pradesh,Non-ODA
18535,281405,Chhata,Uttar Pradesh,Non-ODA
18536,276208,Azamgarh,Uttar Pradesh,Non-ODA
18537,272270,Menhdawal,Uttar Pradesh,Non-ODA
18538,228115,Sultanpur,Uttar Pradesh,Non-ODA
18539,250623,Baraut,Uttar Pradesh,ODA
18540,203395,Dibai,Uttar Pradesh,ODA
18541,250101,Baghpat,Uttar Pradesh,ODA
18542,281303,Mathura,Uttar Pradesh,Non-ODA
18543,284128,Jhansi,Uttar Pradesh,Non-ODA
18544,284003,Jhansi,Uttar Pradesh,Non-ODA
18545,210123,Fatehpur,Uttar Pradesh,Non-ODA
18546,242127,Budaun,Uttar Pradesh,ODA
18547,242221,JalalabadUP,Uttar Pradesh,Non-ODA
18548,227815,Kumarganj,Uttar Pradesh,ODA
18549,274208,Barhalganj,Uttar Pradesh,Non-ODA
18550,262901,Nighasan,Uttar Pradesh,Non-ODA
18551,261405,Sitapur,Uttar Pradesh,Non-ODA
18552,276304,Shahganj,Uttar Pradesh,ODA
18553,204102,Hathras,Uttar Pradesh,ODA
18554,226030,Lucknow,Uttar Pradesh,Non-ODA
18555,230133,Lucknow,Uttar Pradesh,ODA
18556,272190,Basti,Uttar Pradesh,Non-ODA
18557,210205,Chitrakoot,Uttar Pradesh,Non-ODA
18558,208015,Kanpur,Uttar Pradesh,Non-ODA
18559,262905,Nighasan,Uttar Pradesh,ODA
18560,212306,Manda,Uttar Pradesh,Non-ODA
18561,272176,Khalilabad,Uttar Pradesh,Non-ODA
18562,262410,Pilibhit,Uttar Pradesh,Non-ODA
18563,251305,Shamli,Uttar Pradesh,Non-ODA
18564,285134,Jalaun,Uttar Pradesh,Non-ODA
18565,222204,Phulpur,Uttar Pradesh,Non-ODA
18566,212201,Allahabad,Uttar Pradesh,ODA
18567,209860,Unnao,Uttar Pradesh,ODA
18568,271872,Bahraich,Uttar Pradesh,ODA
18569,206003,Etawah,Uttar Pradesh,Non-ODA
18570,221110,Chandauli,Uttar Pradesh,Non-ODA
18571,241204,Sandila,Uttar Pradesh,Non-ODA
18572,241125,Shahabad,Uttar Pradesh,ODA
18573,230502,Pratapgarh,Uttar Pradesh,ODA
18574,227812,Sultanpur,Uttar Pradesh,Non-ODA
18575,224211,Ayodhya,Uttar Pradesh,
18576,229401,Unchahar,Uttar Pradesh,ODA
18577,284206,Chirgaon,Uttar Pradesh,Non-ODA
18578,229209,Lalganj,Uttar Pradesh,ODA
18579,244103,Moradabad,Uttar Pradesh,Non-ODA
18580,222112,Jaunpur,Uttar Pradesh,Non-ODA
18581,277201,Bariya,Uttar Pradesh,Non-ODA
18582,250013,Meerut,Uttar Pradesh,Non-ODA
18583,274704,Salempur,Uttar Pradesh,Non-ODA
18584,226021,Lucknow,Uttar Pradesh,Non-ODA
18585,229304,Gauriganj,Uttar Pradesh,ODA
18586,250609,Baghpat,Uttar Pradesh,ODA
18587,212645,Fatehpur,Uttar Pradesh,ODA
18588,208014,Kanpur,Uttar Pradesh,Non-ODA
18589,262311,Pilibhit,Uttar Pradesh,ODA
18590,243406,Pilibhit,Uttar Pradesh,Non-ODA
18591,209861,Unnao,Uttar Pradesh,Non-ODA
18592,231224,Anpara,Uttar Pradesh,ODA
18593,282007,Agra,Uttar Pradesh,Non-ODA
18594,209206,Ghatampur,Uttar Pradesh,Non-ODA
18595,209862,Unnao,Uttar Pradesh,Non-ODA
18596,209870,Miyanganj,Uttar Pradesh,ODA
18597,243726,Budaun,Uttar Pradesh,ODA
18598,202118,Aligarh,Uttar Pradesh,
18599,275305,Mau,Uttar Pradesh,Non-ODA
18600,229135,Haidargarh,Uttar Pradesh,ODA
18601,246764,Bijnor,Uttar Pradesh,Non-ODA
18602,207404,Kasganj,Uttar Pradesh,
18603,271317,Nawabganj,Uttar Pradesh,Non-ODA
18604,210431,Rath,Uttar Pradesh,Non-ODA
18605,229203,Lalganj,Uttar Pradesh,ODA
18606,202129,Aligarh,Uttar Pradesh,ODA
18607,271309,Nawabganj,Uttar Pradesh,ODA
18608,221309,Bhadohi,Uttar Pradesh,Non-ODA
18609,274506,Salempur,Uttar Pradesh,ODA
18610,273406,Gorakhpur,Uttar Pradesh,ODA
18611,246723,Bijnor,Uttar Pradesh,Non-ODA
18612,241203,Sandila,Uttar Pradesh,Non-ODA
18613,229802,Haidargarh,Uttar Pradesh,ODA
18614,245406,Sikandrabad,Uttar Pradesh,ODA
18615,247771,Baraut,Uttar Pradesh,Non-ODA
18616,244002,Moradabad,Uttar Pradesh,Non-ODA
18617,222180,Jaunpur,Uttar Pradesh,ODA
18618,277205,Bariya,Uttar Pradesh,Non-ODA
18619,224221,Amroha,Uttar Pradesh,Non-ODA
18620,202155,Khair,Uttar Pradesh,Non-ODA
18621,202002,Aligarh,Uttar Pradesh,Non-ODA
18622,209825,Unnao,Uttar Pradesh,Non-ODA
18623,229302,Raebareli,Uttar Pradesh,ODA
18624,242401,Khutar,Uttar Pradesh,Non-ODA
18625,277401,Ballia,Uttar Pradesh,Non-ODA
18626,202136,Khair,Uttar Pradesh,Non-ODA
18627,211002,Allahabad,Uttar Pradesh,Non-ODA
18628,224206,Ayodhya,Uttar Pradesh,ODA
18629,285206,Konch,Uttar Pradesh,ODA
18630,271871,Bahraich,Uttar Pradesh,ODA
18631,205141,Shikohabad,Uttar Pradesh,Non-ODA
18632,201019,Ghaziabad,Uttar Pradesh,Non-ODA
18633,221112,Varanasi,Uttar Pradesh,ODA
18634,281305,Mathura,Uttar Pradesh,Non-ODA
18635,203396,Dibai,Uttar Pradesh,ODA
18636,210505,Hamirpur-UP,Uttar Pradesh,ODA
18637,221303,Bhadohi,Uttar Pradesh,ODA
18638,233308,Ghazipur,Uttar Pradesh,ODA
18639,271506,Colonejganj,Uttar Pradesh,ODA
18640,212302,Manda,Uttar Pradesh,ODA
18641,211011,Allahabad,Uttar Pradesh,Non-ODA
18642,241201,Sandila,Uttar Pradesh,Non-ODA
18643,222107,Jaunpur,Uttar Pradesh,ODA
18644,208005,Kanpur,Uttar Pradesh,Non-ODA
18645,271202,Gonda,Uttar Pradesh,ODA
18646,210100,Allahabad,Uttar Pradesh,ODA
18647,202398,Anupshahar,Uttar Pradesh,Non-ODA
18648,261404,Sitapur,Uttar Pradesh,ODA
18649,243725,Budaun,Uttar Pradesh,ODA
18650,212011,Varanasi,Uttar Pradesh,Non-ODA
18651,209112,Pukhrayan,Uttar Pradesh,ODA
18652,208013,Kanpur,Uttar Pradesh,Non-ODA
18653,242307,Tilhar,Uttar Pradesh,Non-ODA
18654,274301,Kaptanganj,Uttar Pradesh,ODA
18655,241501,Miyanganj,Uttar Pradesh,Non-ODA
18656,206126,Etawah,Uttar Pradesh,ODA
18657,284125,Talbahat,Uttar Pradesh,ODA
18658,250341,Meerut,Uttar Pradesh,Non-ODA
18659,201002,Ghaziabad,Uttar Pradesh,Non-ODA
18660,224120,Rudauli,Uttar Pradesh,ODA
18661,273155,Anandnagar,Uttar Pradesh,Non-ODA
18662,203203,Sikandrabad,Uttar Pradesh,ODA
18663,206247,Auraiya,Uttar Pradesh,Non-ODA
18664,243505,Milak,Uttar Pradesh,Non-ODA
18665,210426,Mahoba,Uttar Pradesh,Non-ODA
18666,244235,Gajraula,Uttar Pradesh,Non-ODA
18667,208008,Kanpur,Uttar Pradesh,Non-ODA
18668,205147,Shikohabad,Uttar Pradesh,Non-ODA
18669,233221,Aunrihar,Uttar Pradesh,Non-ODA
18670,223225,Shahganj,Uttar Pradesh,Non-ODA
18671,227802,Haidargarh,Uttar Pradesh,Non-ODA
18672,233229,Ghazipur,Uttar Pradesh,Non-ODA
18673,226022,Lucknow,Uttar Pradesh,Non-ODA
18674,212207,Allahabad,Uttar Pradesh,ODA
18675,284129,Jhansi,Uttar Pradesh,Non-ODA
18676,224212,Dostpur,Uttar Pradesh,ODA
18677,212216,Saray Ankil,Uttar Pradesh,Non-ODA
18678,222161,Mariahu,Uttar Pradesh,Non-ODA
18679,202170,Sikandra Rao,Uttar Pradesh,Non-ODA
18680,232103,ChakiaUP,Uttar Pradesh,Non-ODA
18681,222181,Cholapur,Uttar Pradesh,ODA
18682,229201,Lalganj,Uttar Pradesh,ODA
18683,226106,Lucknow,Uttar Pradesh,ODA
18684,209726,Kannauj,Uttar Pradesh,Non-ODA
18685,221504,Gonda,Uttar Pradesh,ODA
18686,201202,Modinagar,Uttar Pradesh,Non-ODA
18687,283122,Kirauli,Uttar Pradesh,ODA
18688,274305,Kaptanganj,Uttar Pradesh,ODA
18689,273302,Maharajganj,Uttar Pradesh,Non-ODA
18690,247769,Saharanpur,Uttar Pradesh,Non-ODA
18691,208022,Kanpur,Uttar Pradesh,Non-ODA
18692,241121,Hardoi,Uttar Pradesh,ODA
18693,233304,Aunrihar,Uttar Pradesh,Non-ODA
18694,231213,Robertsganj,Uttar Pradesh,Non-ODA
18695,230132,Lalganj Ajhara,Uttar Pradesh,ODA
18696,262001,Pilibhit,Uttar Pradesh,ODA
18697,243727,Anupshahar,Uttar Pradesh,ODA
18698,229128,Salon,Uttar Pradesh,ODA
18699,283136,Shikohabad,Uttar Pradesh,Non-ODA
18700,273209,Gorakhpur,Uttar Pradesh,Non-ODA
18701,273403,Gorakhpur,Uttar Pradesh,ODA
18702,222127,Mungra Badshahpur,Uttar Pradesh,ODA
18703,203401,Siyana,Uttar Pradesh,ODA
18704,273202,Gorakhpur,Uttar Pradesh,Non-ODA
18705,212658,Khaga,Uttar Pradesh,ODA
18706,271310,Gonda,Uttar Pradesh,ODA
18707,202723,Aligarh,Uttar Pradesh,ODA
18708,201206,Ghaziabad,Uttar Pradesh,Non-ODA
18709,230402,Pratapgarh,Uttar Pradesh,ODA
18710,261204,Fatehpur-UP,Uttar Pradesh,Non-ODA
18711,224172,Ayodhya,Uttar Pradesh,ODA
18712,209867,Unnao,Uttar Pradesh,ODA
18713,224158,Kumarganj,Uttar Pradesh,ODA
18714,246721,Bijnor,Uttar Pradesh,Non-ODA
18715,244925,Rampur,Uttar Pradesh,Non-ODA
18716,250205,Meerut,Uttar Pradesh,Non-ODA
18717,277306,Ballia,Uttar Pradesh,Non-ODA
18718,232112,ChakiaUP,Uttar Pradesh,ODA
18719,212206,Allahabad,Uttar Pradesh,ODA
18720,210204,Chitrakoot,Uttar Pradesh,Non-ODA
18721,273162,Brijmanganj,Uttar Pradesh,ODA
18722,275105,Mau,Uttar Pradesh,ODA
18723,285205,Konch,Uttar Pradesh,Non-ODA
18724,229316,Raebareli,Uttar Pradesh,ODA
18725,230305,Pratapgarh,Uttar Pradesh,Non-ODA
18726,251310,Muzaffarnagar,Uttar Pradesh,ODA
18727,210341,Hamirpur-UP,Uttar Pradesh,Non-ODA
18728,224151,Akbarpur,Uttar Pradesh,ODA
18729,208020,Kanpur,Uttar Pradesh,Non-ODA
18730,273402,Barhalganj,Uttar Pradesh,Non-ODA
18731,231312,Mirzapur,Uttar Pradesh,Non-ODA
18732,225119,Haidargarh,Uttar Pradesh,ODA
18733,222003,Jaunpur,Uttar Pradesh,ODA
18734,281204,Vrindavan,Uttar Pradesh,Non-ODA
18735,224226,Lucknow,Uttar Pradesh,ODA
18736,272302,Basti,Uttar Pradesh,Non-ODA
18737,209733,Kannauj,Uttar Pradesh,Non-ODA
18738,228101,Shahganj,Uttar Pradesh,Non-ODA
18739,275203,Dullahpur,Uttar Pradesh,Non-ODA
18740,222175,Badlapur,Uttar Pradesh,ODA
18741,221201,Bhadohi,Uttar Pradesh,ODA
18742,245304,Noida,Uttar Pradesh,ODA
18743,211019,Allahabad,Uttar Pradesh,Non-ODA
18744,232330,Ghazipur,Uttar Pradesh,ODA
18745,226027,Lucknow,Uttar Pradesh,Non-ODA
18746,244504,Moradabad,Uttar Pradesh,Non-ODA
18747,232109,Chandauli,Uttar Pradesh,Non-ODA
18748,244255,Anupshahar,Uttar Pradesh,Non-ODA
18749,224202,Ayodhya,Uttar Pradesh,ODA
18750,222132,Jaunpur,Uttar Pradesh,Non-ODA
18751,274304,Padrauna,Uttar Pradesh,Non-ODA
18752,275103,Mau,Uttar Pradesh,Non-ODA
18753,243641,Budaun,Uttar Pradesh,Non-ODA
18754,276406,Azamgarh,Uttar Pradesh,ODA
18755,212641,Bharwari,Uttar Pradesh,ODA
18756,212653,Khaga,Uttar Pradesh,ODA
18757,274302,Sewarhi,Uttar Pradesh,ODA
18758,275101,Mau,Uttar Pradesh,Non-ODA
18759,202134,Kasganj,Uttar Pradesh,ODA
18760,209831,Parsandan,Uttar Pradesh,Non-ODA
18761,209205,Kanpur,Uttar Pradesh,Non-ODA
18762,201302,Ghaziabad,Uttar Pradesh,Non-ODA
18763,262203,Pilibhit,Uttar Pradesh,ODA
18764,223227,Azamgarh,Uttar Pradesh,Non-ODA
18765,227205,Lucknow,Uttar Pradesh,ODA
18766,250106,Meerut,Uttar Pradesh,Non-ODA
18767,275204,Aunrihar,Uttar Pradesh,Non-ODA
18768,243702,Milak,Uttar Pradesh,Non-ODA
18769,242220,JalalabadUP,Uttar Pradesh,Non-ODA
18770,224127,Ayodhya,Uttar Pradesh,ODA
18771,244241,Gajraula,Uttar Pradesh,Non-ODA
18772,262305,Pilibhit,Uttar Pradesh,ODA
18773,272151,Basti,Uttar Pradesh,Non-ODA
18774,209729,Chhibramau,Uttar Pradesh,ODA
18775,282005,Agra,Uttar Pradesh,Non-ODA
18776,222165,Mungra Badshahpur,Uttar Pradesh,ODA
18777,231305,Chunnar,Uttar Pradesh,ODA
18778,229126,Haidargarh,Uttar Pradesh,ODA
18779,245405,Siyana,Uttar Pradesh,ODA
18780,229215,Lalganj,Uttar Pradesh,ODA
18781,227305,Lucknow,Uttar Pradesh,Non-ODA
18782,227308,Lucknow,Uttar Pradesh,Non-ODA
18783,205301,Mainpuri,Uttar Pradesh,ODA
18784,212662,Allahabad,Uttar Pradesh,ODA
18785,271304,Ayodhya,Uttar Pradesh,ODA
18786,262902,Nighasan,Uttar Pradesh,Non-ODA
18787,227806,Kumarganj,Uttar Pradesh,ODA
18788,243002,Bareilly,Uttar Pradesh,Non-ODA
18789,245401,Siyana,Uttar Pradesh,Non-ODA
18790,221717,Ballia,Uttar Pradesh,ODA
18791,272181,Basti,Uttar Pradesh,ODA
18792,243633,Budaun,Uttar Pradesh,ODA
18793,210301,Hamirpur-UP,Uttar Pradesh,Non-ODA
18794,243751,Babrala,Uttar Pradesh,Non-ODA
18795,244502,Kanth,Uttar Pradesh,ODA
18796,261502,Dhaurahara,Uttar Pradesh,ODA
18797,250501,Meerut,Uttar Pradesh,Non-ODA
18798,274509,Salempur,Uttar Pradesh,Non-ODA
18799,223106,Shahganj,Uttar Pradesh,Non-ODA
18800,202397,Dibai,Uttar Pradesh,Non-ODA
18801,271841,Nighasan,Uttar Pradesh,ODA
18802,206302,Kishni,Uttar Pradesh,Non-ODA
18803,201010,Ghaziabad,Uttar Pradesh,Non-ODA
18804,242005,Shahjahanpur,Uttar Pradesh,ODA
18805,203389,Dibai,Uttar Pradesh,ODA
18806,208023,Kanpur,Uttar Pradesh,Non-ODA
18807,250403,Meerut,Uttar Pradesh,Non-ODA
18808,203002,Bulandshahr,Uttar Pradesh,ODA
18809,209503,Farrukhabad,Uttar Pradesh,ODA
18810,233225,Ghazipur,Uttar Pradesh,Non-ODA
18811,262202,Bisalpur,Uttar Pradesh,Non-ODA
18812,201102,Ghaziabad,Uttar Pradesh,Non-ODA
18813,233230,Ghazipur,Uttar Pradesh,Non-ODA
18814,224166,Jalalpur,Uttar Pradesh,Non-ODA
18815,229415,Kunda,Uttar Pradesh,Non-ODA
18816,205130,Shikohabad,Uttar Pradesh,Non-ODA
18817,284419,Jhansi,Uttar Pradesh,Non-ODA
18818,230142,Patti-UP,Uttar Pradesh,ODA
18819,273017,Gorakhpur,Uttar Pradesh,Non-ODA
18820,242227,JalalabadUP,Uttar Pradesh,
18821,227304,Lambhua,Uttar Pradesh,Non-ODA
18822,227805,Sultanpur,Uttar Pradesh,Non-ODA
18823,251203,Khatauli,Uttar Pradesh,ODA
18824,271861,Balrampur,Uttar Pradesh,Non-ODA
